Tab ID,ClientID,Type,Mouse X,Mouse Y,TimeStamp
2481013,2481013,movement,1376,229,1681404233258
2481013,2481013,movement,1366,242,1681404233268
2481013,2481013,movement,1358,251,1681404233299
2481013,2481013,movement,1323,270,1681404233393
2481013,2481013,movement,1306,250,1681404233481
2481013,2481013,movement,1365,127,1681404233512
2481013,2481013,movement,1380,120,1681404233606
2481013,2481013,movement,1382,119,1681404233628
2481013,2481013,movement,1378,124,1681404235195
2481013,2481013,movement,1373,126,1681404235202
2481013,2481013,movement,1366,130,1681404235230
2481013,2481013,movement,1357,138,1681404235260
2481013,2481013,movement,1314,177,1681404235316
2481013,2481013,movement,1302,188,1681404235354
2481013,2481013,movement,1273,223,1681404235387
2481013,2481013,movement,1232,304,1681404235471
2481013,2481013,movement,1235,307,1681404235643
2481013,2481013,movement,1242,299,1681404235718
2481013,2481013,movement,1243,280,1681404235810
2481013,2481013,movement,1237,264,1681404235898
2481013,2481013,movement,1230,242,1681404235983
2481013,2481013,movement,1236,222,1681404236053
2481013,2481013,movement,1240,214,1681404236128
2481013,2481013,movement,1241,211,1681404236218
2481013,2481013,movement,1241,210,1681404236454
2481013,2481013,movement,1252,186,1681404236458
2481013,2481013,movement,1254,182,1681404236563
2481013,2481013,movement,1254,181,1681404236644
2481013,2481013,movement,1254,181,1681404237069
2481013,2481013,movement,1258,181,1681404237093
2481013,2481013,movement,1259,181,1681404237110
2481013,2481013,movement,1268,185,1681404237152
2481013,2481013,movement,1278,188,1681404237193
2481013,2481013,movement,1294,191,1681404237258
2481013,2481013,movement,1332,194,1681404237317
2481013,2481013,movement,1342,197,1681404237357
2481013,2481013,movement,1350,198,1681404237382
2481013,2481013,movement,1374,204,1681404237462
2481013,2481013,movement,1385,206,1681404237517
2481013,2481013,movement,1381,202,1681404237868
2481013,2481013,movement,1334,194,1681404237897
2481013,2481013,movement,1282,199,1681404237925
2481013,2481013,movement,1231,206,1681404237959
2481013,2481013,movement,1216,211,1681404238007
2481013,2481013,movement,1204,230,1681404238053
2481013,2481013,movement,1198,241,1681404238112
2481013,2481013,movement,1198,262,1681404238351
2481013,2481013,movement,1199,262,1681404238455
2481013,2481013,mousedown,1199,262,1681404238807
2481013,2481013,mouseup,1199,262,1681404238958
2481013,2481013,singleclick,1199,262,1681404239018
2481013,2481013,movement,1170,247,1681404239926
2481013,2481013,movement,1134,211,1681404239986
2481013,2481013,movement,1131,209,1681404239988
2481013,2481013,movement,1125,205,1681404240010
2481013,2481013,movement,1119,202,1681404240051
2481013,2481013,movement,1116,200,1681404240095
2481013,2481013,movement,1108,192,1681404240117
2481013,2481013,movement,1097,174,1681404240166
2481013,2481013,movement,1076,158,1681404240218
2481013,2481013,movement,1065,154,1681404240285
2481013,2481013,movement,1050,164,1681404240370
2481013,2481013,movement,1048,172,1681404240474
2481013,2481013,movement,1049,174,1681404240586
2481013,2481013,mousedown,1049,174,1681404240694
2481013,2481013,mouseup,1049,174,1681404240930
2481013,2481013,movement,1094,191,1681404241271
2481013,2481013,movement,1118,206,1681404241280
2481013,2481013,movement,1209,282,1681404241370
