Tab ID,ClientID,Type,Mouse X,Mouse Y,TimeStamp
7882967,7882967,movement,1584,104,1681405388700
7882967,7882967,movement,1476,139,1681405388721
7882967,7882967,movement,1311,196,1681405388748
7882967,7882967,movement,1283,201,1681405388759
7882967,7882967,movement,1266,204,1681405388776
7882967,7882967,movement,1258,205,1681405388792
7882967,7882967,movement,1248,205,1681405388807
7882967,7882967,movement,1245,205,1681405388825
7882967,7882967,movement,1244,205,1681405388843
7882967,7882967,movement,1245,207,1681405388984
7882967,7882967,movement,1247,208,1681405388990
7882967,7882967,movement,1247,210,1681405389000
7882967,7882967,movement,1245,215,1681405389024
7882967,7882967,movement,1191,227,1681405389040
7882967,7882967,movement,1157,235,1681405389043
7882967,7882967,movement,1101,242,1681405389050
7882967,7882967,movement,967,275,1681405389069
7882967,7882967,movement,854,304,1681405389090
7882967,7882967,movement,744,318,1681405389102
7882967,7882967,movement,696,318,1681405389125
7882967,7882967,movement,667,314,1681405389140
7882967,7882967,movement,662,313,1681405389149
7882967,7882967,movement,656,309,1681405389166
7882967,7882967,movement,653,307,1681405389183
7882967,7882967,movement,652,307,1681405389368
7882967,7882967,movement,623,321,1681405389393
7882967,7882967,movement,604,323,1681405389407
7882967,7882967,movement,582,325,1681405389424
7882967,7882967,movement,557,326,1681405389440
7882967,7882967,movement,550,326,1681405389457
7882967,7882967,movement,543,326,1681405389473
7882967,7882967,movement,535,326,1681405389490
7882967,7882967,movement,529,326,1681405389506
7882967,7882967,movement,521,326,1681405389524
7882967,7882967,movement,514,325,1681405389540
7882967,7882967,movement,507,325,1681405389557
7882967,7882967,movement,494,321,1681405389573
7882967,7882967,movement,490,321,1681405389590
7882967,7882967,movement,488,321,1681405389607
7882967,7882967,movement,485,319,1681405389626
7882967,7882967,mousedown,485,319,1681405389741
7882967,7882967,mouseup,485,319,1681405389826
7882967,7882967,singleclick,485,319,1681405389829
7882967,7882967,movement,485,318,1681405390311
7882967,7882967,movement,485,313,1681405390317
7882967,7882967,movement,485,306,1681405390335
7882967,7882967,movement,485,292,1681405390361
7882967,7882967,movement,485,291,1681405390368
7882967,7882967,movement,485,287,1681405390385
7882967,7882967,movement,485,283,1681405390399
7882967,7882967,movement,485,281,1681405390469
7882967,7882967,mousedown,485,281,1681405390713
7882967,7882967,mouseup,485,281,1681405390783
7882967,7882967,singleclick,485,281,1681405390830
7882967,7882967,movement,484,280,1681405392538
7882967,7882967,movement,483,277,1681405392549
7882967,7882967,movement,481,276,1681405392556
7882967,7882967,movement,479,273,1681405392644
7882967,7882967,movement,476,271,1681405392655
7882967,7882967,movement,468,263,1681405392672
7882967,7882967,movement,454,254,1681405392690
7882967,7882967,movement,443,247,1681405392707
7882967,7882967,movement,420,231,1681405392722
7882967,7882967,movement,399,217,1681405392740
7882967,7882967,movement,380,204,1681405392756
7882967,7882967,movement,355,189,1681405392779
7882967,7882967,movement,346,184,1681405392790
7882967,7882967,movement,332,177,1681405392814
7882967,7882967,movement,331,177,1681405392823
7882967,7882967,movement,324,174,1681405392849
7882967,7882967,movement,319,171,1681405392865
7882967,7882967,movement,317,171,1681405392884
7882967,7882967,movement,315,170,1681405392899
7882967,7882967,movement,310,170,1681405392916
7882967,7882967,movement,308,170,1681405392932
7882967,7882967,movement,305,170,1681405392948
7882967,7882967,movement,301,170,1681405392968
7882967,7882967,movement,299,170,1681405393017
7882967,7882967,movement,298,170,1681405393032
7882967,7882967,movement,296,170,1681405393050
7882967,7882967,movement,294,170,1681405393066
7882967,7882967,movement,293,170,1681405393116
7882967,7882967,movement,294,170,1681405393369
7882967,7882967,movement,301,170,1681405393382
7882967,7882967,movement,312,171,1681405393392
7882967,7882967,movement,469,145,1681405393408
7882967,7882967,movement,689,117,1681405393426
7882967,7882967,movement,1066,110,1681405393450
7882967,7882967,movement,1066,104,1681405393710
7882967,7882967,movement,1844,106,1681405393787
7882967,7882967,movement,1919,128,1681405393793
7882967,7882967,movement,1919,148,1681405393819
7882967,7882967,movement,1919,148,1681405393832
7882967,7882967,movement,1919,148,1681405393849
7882967,7882967,movement,1917,146,1681405394039
7882967,7882967,movement,1913,143,1681405394049
7882967,7882967,movement,1911,138,1681405394059
7882967,7882967,movement,1895,123,1681405394085
7882967,7882967,movement,1886,115,1681405394100
7882967,7882967,movement,1873,102,1681405394118
7882967,7882967,movement,1868,97,1681405394131
7882967,7882967,movement,1651,127,1681405395715
7882967,7882967,movement,1651,128,1681405395722
7882967,7882967,movement,1649,138,1681405395746
7882967,7882967,movement,1647,143,1681405395762
7882967,7882967,movement,1647,151,1681405395779
7882967,7882967,movement,1647,157,1681405395796
7882967,7882967,movement,1647,162,1681405395812
7882967,7882967,movement,1651,171,1681405395829
7882967,7882967,movement,1664,178,1681405395845
7882967,7882967,movement,1672,178,1681405395862
7882967,7882967,movement,1680,176,1681405395878
7882967,7882967,movement,1689,168,1681405395896
7882967,7882967,movement,1700,156,1681405395912
7882967,7882967,movement,1720,139,1681405395930
7882967,7882967,movement,1725,136,1681405395942
