Tab ID,ClientID,Type,Mouse X,Mouse Y,TimeStamp
9604161,9604161,movement,1330,173,1678306425657
9604161,9604161,movement,1333,164,1678306425670
9604161,9604161,movement,1335,158,1678306425680
9604161,9604161,movement,1256,224,1678306427987
9604161,9604161,movement,1244,238,1678306428004
9604161,9604161,movement,1220,268,1678306428009
9604161,9604161,movement,1205,285,1678306428017
9604161,9604161,movement,1194,296,1678306428030
9604161,9604161,movement,1188,302,1678306428047
9604161,9604161,movement,1183,306,1678306428064
9604161,9604161,movement,1182,307,1678306428081
9604161,9604161,movement,1181,307,1678306428097
9604161,9604161,movement,1181,306,1678306428124
9604161,9604161,movement,1181,306,1678306428131
9604161,9604161,movement,1181,305,1678306428147
9604161,9604161,movement,1172,310,1678306428440
9604161,9604161,movement,1160,315,1678306428444
9604161,9604161,movement,1150,318,1678306428455
9604161,9604161,movement,1124,330,1678306428480
9604161,9604161,movement,1091,347,1678306428503
9604161,9604161,movement,1067,358,1678306428513
9604161,9604161,movement,1042,366,1678306428525
9604161,9604161,movement,1027,370,1678306428538
9604161,9604161,movement,1011,376,1678306428555
9604161,9604161,movement,997,382,1678306428571
9604161,9604161,movement,987,387,1678306428589
9604161,9604161,movement,974,391,1678306428610
9604161,9604161,movement,967,393,1678306428623
9604161,9604161,movement,961,394,1678306428644
9604161,9604161,movement,957,396,1678306428656
9604161,9604161,movement,954,396,1678306428672
9604161,9604161,movement,954,396,1678306428689
9604161,9604161,movement,952,396,1678306428705
9604161,9604161,movement,951,396,1678306428721
9604161,9604161,movement,951,396,1678306428740
9604161,9604161,movement,951,394,1678306428755
9604161,9604161,movement,952,391,1678306428776
9604161,9604161,movement,953,387,1678306428790
9604161,9604161,movement,955,384,1678306428806
9604161,9604161,movement,957,381,1678306428821
9604161,9604161,movement,961,374,1678306428838
9604161,9604161,movement,965,369,1678306428856
9604161,9604161,movement,971,363,1678306428871
9604161,9604161,movement,975,360,1678306428892
9604161,9604161,movement,983,352,1678306428909
9604161,9604161,movement,989,345,1678306428922
9604161,9604161,movement,998,336,1678306428938
